id,election_id,party_id,alliance_id,seats,vote_share,votes,data_source,description,comment
9888,1033,2703,9884,3,0.69,195777,wid,,
9889,1033,2704,9884,3,0.63,176546,wid,,
9890,1034,649,,62,12.57,3693280,wid,,
9891,1034,558,,100,20.45,6008905,wid,,
9892,1034,2691,,28,5.63,1655129,wid,,
9893,1034,137,,65,13.32,3914379,wid,,
9894,1034,2697,,16,3.22,946648,wid,,
9895,1034,2693,,45,9.17,2694381,wid,,
9896,1034,2692,,95,19.45,5696475,wid,,
9897,1034,2701,,3,0.58,168996,wid,,
9898,1034,2696,,5,1.06,311546,wid,,
9899,1034,2695,,32,6.53,1918329,wid,,
9900,1034,2698,,7,1.69,486039,wid,,
9901,1034,2705,,4,1.15,337958,wid,,
9902,1034,2289,9903,1,0.11,33718,wid,Nationalliberale Vereinigung,
9903,1034,2703,,4,0.81,238590,wid,Electoral Alliance: Rural Federation (Landbund),
9904,1034,2704,9903,2,0.49,143572,wid,,
9905,1034,2706,9903,2,0.3,87672,wid,,
9906,1034,2707,9903,1,0.24,71387,wid,,
9907,1035,649,,45,8.95,2711829,wid,,
9908,1035,558,,131,26.02,7886261,wid,,
9909,1035,2691,,32,6.34,1921271,wid,,
9910,1035,137,,69,13.51,4094352,wid,,
9911,1035,2697,,19,3.74,1135131,wid,,
9912,1035,2693,,51,10.07,3051332,wid,,
9913,1035,2692,,103,20.48,6209229,wid,,
9914,1035,2695,,14,3.0,907915,wid,,
9915,1035,2701,9920,5,0.98,298095,wid,,
9916,1035,2703,,4,0.7,211279,wid,Electoral Alliance: Rural Federation (Landbund),
9917,1035,2704,9916,2,0.45,136379,wid,,
9918,1035,2706,9916,1,0.26,78953,wid,,
9919,1035,2707,9916,1,0.19,58761,wid,,
9920,1035,2698,,12,2.29,693568,wid,,
9921,1035,2696,,4,0.86,261647,wid,,
9922,1036,649,,54,10.62,3264793,wid,,
9923,1036,558,,153,29.76,9152979,wid,,
9924,1036,2691,,25,4.81,1479374,wid,,
9925,1036,137,,61,11.88,3652152,wid,,
9926,1036,2697,,17,3.27,1005644,wid,,
9927,1036,2693,,45,8.71,2679703,wid,,
9928,1036,2692,,73,14.25,4381563,wid,,
9929,1036,2695,,12,2.63,810127,wid,,
9930,1036,2698,,23,4.51,1387602,wid,,
9931,1036,2696,9934,4,0.64,195555,wid,,
9932,1036,2703,,3,0.65,199548,wid,,
9933,1036,2708,9928,2,0.42,127700,wid,,
9934,1036,2709,,9,1.86,571891,wid,,
9935,1036,2710,9924,2,1.57,509471,wid,,"Election result is the sum of the result of the list VRP and VRP [DDP], the latter was connected to the Reichswahlvorschlagl of the DDP."
9936,1036,2701,,7,1.18,361571,wid,,
9937,1037,649,,77,13.13,4592090,wid,,
9938,1037,558,,143,24.53,8577738,wid,,
9939,1037,2691,,20,3.44,1202385,wid,,
9940,1037,137,,68,11.63,4067910,wid,,
9941,1037,2697,,19,3.2,1119141,wid,,
9942,1037,2693,,30,4.86,1698236,wid,,
9943,1037,2692,,41,7.03,2458246,wid,,
9944,1037,2695,,107,18.25,6383107,,,
9945,1037,2701,,5,0.81,281995,wid,,
9946,1037,2709,,19,2.82,985649,wid,,
9947,1037,2703,,3,0.52,180919,wid,,
9948,1037,2698,,23,3.9,1362353,wid,,
9949,1037,2696,9946,3,0.48,166573,wid,,
9950,1037,2711,9946,4,0.83,290604,wid,,
9951,1037,2700,,14,2.48,868807,wid,,
9952,1038,649,,89,14.32,5282636,wid,,
9953,1038,558,,133,21.58,7959712,wid,,
9954,1038,2691,,4,1.01,371800,wid,,
9955,1038,137,,75,12.28,4529430,wid,,
9956,1038,2697,,22,3.4,1252684,wid,,
9957,1038,2693,9958,7,1.18,436002,wid,,
9958,1038,2692,,37,5.9,2177414,wid,,
9959,1038,2695,,230,37.27,13745680,wid,,
9960,1038,2701,,2,0.36,134508,wid,,
9961,1038,2704,9958,1,0.15,54885,wid,,
9962,1038,2703,,2,0.26,96851,wid,,
9963,1038,2700,,3,0.99,364543,wid,,
9964,1038,2710,9963,1,0.11,40825,wid,,
9965,1038,2698,9956,2,0.4,146876,wid,,
9966,1039,649,,100,16.86,5980239,wid,,
9967,1039,558,,121,20.43,7247901,wid,,
9968,1039,2691,,2,0.95,336447,wid,,
9969,1039,137,,70,11.76,4170545,wid,,
9970,1039,2697,,20,3.26,1154597,wid,,
9971,1039,2693,9972,11,1.86,660889,wid,,
9972,1039,2692,,51,8.34,2959053,wid,,
9973,1039,2695,,196,33.09,11737021,wid,,
9974,1039,2696,9975,1,0.18,63966,wid,,
9975,1039,2700,,5,1.14,403666,wid,,
9976,1039,2701,,3,0.4,142627,wid,,
9977,1039,2698,9970,1,0.31,110309,wid,,
9978,1039,2703,,2,0.3,105220,wid,,
9979,1039,2704,9972,1,0.17,60062,wid,,
9980,1040,649,,81,12.32,4847939,wid,,
9981,1040,558,,120,18.25,7181273,wid,,
9982,1040,2691,9981,5,0.85,334315,wid,The seats were won over the Reichswahlvorschlag of the SPD.,
9983,1040,137,,73,11.09,4365000,wid,,
9984,1040,2697,,19,2.88,1133551,wid,,
9985,1040,2693,9989,2,1.1,432255,wid,,
9986,1040,2692,,52,7.97,3136979,wid,,
9987,1040,2695,,288,43.91,17277328,wid,,
9988,1040,2701,,2,0.26,101499,wid,,
9989,1040,2700,,4,0.98,383970,wid,,
9990,1040,2703,,1,0.21,83839,wid,,
9991,1036,2712,9936,1,0.39,119683,wid,,
9992,1037,2712,9945,1,0.16,57572,wid,,
9993,940,2714,,1,1.2,39955,no-2010,,
9994,1041,657,,70,19.84,1284698,val,,
9995,1041,1461,,31,8.61,557500,val,,
9996,1041,892,,20,5.49,355546,val,,
9997,1041,282,,22,6.32,409478,val,,
9998,1041,904,,100,28.26,1830386,val,,
9999,1041,882,,28,8.0,518454,val,,
10000,1041,1154,,16,4.41,285899,,,
10001,1041,1546,,62,17.53,1135627,val,,
10002,1042,1520,,0,3.22,27014,cvk,,
10003,1042,2717,,16,13.67,114694,cvk,,
10004,1042,521,,13,11.08,92963,cvk,,
10005,1042,2716,,0,2.63,22078,cvk,,
10006,1042,1100,,23,19.92,167117,cvk,,
10007,1042,2392,11014,,,,cvk,,
10008,1042,2366,,0,4.17,35018,cvk,,
10009,1042,1666,,8,6.74,56542,cvk,,
10010,1042,2715,,16,14.33,120264,cvk,,
10011,1042,466,,11,9.97,83675,cvk,,
10012,1043,2256,,2,6.2,13394,epl,,
10013,1043,310,,9,14.1,30487,ep,,
10014,1043,701,,10,15.72,33981,epl,,
10015,1043,1234,,21,27.08,58538,,,
10016,1043,151,,0,1.07,2311,,,
10017,1043,967,,12,16.4,35454,,,
10018,1043,1582,,4,8.02,17336,,,
10019,1043,457,,2,4.72,10208,,,
10020,1024,2268,9785,,,,,,
10021,632,1324,,0,1.8,61031,ejpr,,
10022,1044,113,,34,28.9,162363,vvk,,
10023,1044,1137,,26,23.1,129618,vvk,,
10024,1044,417,,19,17.8,99671,vvk,,
10025,1044,1597,,12,11.4,64219,vvk,,
10026,1044,1448,,10,9.8,55175,vvk,,
10027,1044,2720,,0,4.4,24448,vvk,,
10028,1044,219,,0,1.8,10227,vvk,,
10029,1044,2721,,0,1.2,6858,vvk,,
10030,1044,2409,,0,1.2,6461,vvk,,
10031,1045,94,,31,13.8,423920,vaalit,,
10032,1045,200,,39,17.5,538805,vaalit,,
10033,1045,1118,,38,17.0,523957,vaalit,,
10034,1045,395,,40,17.7,546471,vaalit,,
10035,1045,1062,,20,11.5,354194,vaalit,,
10036,1045,1292,,16,8.2,251808,vaalit,,
10037,1045,585,,9,4.5,139640,vaalit,,
10038,1045,1463,,5,3.9,120144,vaalit,,
10039,1046,902,,123,28.68,7480755,mi,,
10040,1046,645,,66,16.7,4356023,mi,,
10041,1046,2375,,57,15.86,4136600,mi,,
10042,1046,2380,,24,10.26,2677173,mi,,
10043,1046,757,,15,3.89,1015355,mi,Electoral alliance with Sobiranistes (Sovereigntists).,
10044,1046,2605,,7,1.91,497638,mi,,
10045,1046,1361,,6,1.51,394627,mi,,
10046,1046,2603,,4,0.99,258840,mi,,
10047,1046,234,,2,0.53,137196,mi,,
10048,1046,2723,,2,0.41,107124,mi,,
10051,1046,2724,,,,,mi,,
10052,1047,678,,35,26.46,1140370,knesset,,
10053,1047,2725,,35,26.13,1125881,knesset,,
10054,1047,788,,8,5.99,258275,knesset,,
10055,1047,1303,,8,5.78,249049,knesset,,
10056,1047,244,,6,4.43,190870,knesset,,
10057,1047,1816,,5,4.01,173004,knesset,,
10058,1047,2726,,5,3.7,159468,knesset,,
10059,1047,1419,,4,3.63,156473,knesset,,
10060,1047,2410,,4,3.54,152756,knesset,,
10061,1047,2718,,0,3.22,138598,knesset,,
10062,1047,2727,,0,2.74,118031,knesset,,
10063,1047,2787,,0,1.73,74701,knesset,,
10064,1047,732,,6,4.49,193442,knesset,Electoral alliance Hadash–Ta'al,
10065,1047,2353,10064,,,,,,
10066,1047,1846,,4,3.33,143666,knesset,Electoral alliance United Arab List–Balad,
10067,1047,805,10066,,,,,,
10068,1046,2381,,0,1.25,326045,mi,,
10069,1048,161,,13,6.14,416452,ibz,,
10070,1048,1110,,12,8.54,579334,ibz,,
10071,1048,1192,,5,3.7,250861,ibz,,
10072,1048,915,,14,7.56,512825,ibz,,
10073,1048,438,,0,1.11,75096,ibz,,
10074,1048,501,,25,16.03,1086787,ibz,,
10075,1048,993,,18,11.95,810177,ibz,,
10076,1048,723,,12,8.89,602520,ibz,,
10077,1048,969,,2,2.22,150394,ibz,,
10078,1048,256,,12,8.62,584621,ibz,,
10079,1048,1594,,8,6.1,413836,ibz,,
10080,1048,1029,,9,6.71,455034,ibz,,
10081,1048,1378,,20,9.46,641623,ibz,,
10082,1049,211,,2,10.1,277929,,,
10083,1049,306,,1,5.5,151903,,,
10084,1049,376,,0,2.2,60693,,,
10085,1049,590,,1,6.2,170544,,,
10086,1049,749,,0,3.7,102101,,,
10087,1049,1418,,1,10.8,296978,,,
10088,1049,1605,,3,23.5,648203,,,
10089,1049,1629,,3,21.5,592645,,,
10090,1049,1644,,2,13.2,364895,,,
10091,1049,2567,,0,3.4,92964,,,
10092,1050,94,,2,13.5,247477,,,
10093,1050,200,,2,13.8,253176,,,
10094,1050,1118,,3,20.8,380460,,,
10095,1050,395,,2,14.6,267603,,,
10096,1050,1062,,2,16.0,292892,,,
10097,1050,1292,,1,6.9,126063,,,
10098,1050,585,,1,6.3,115962,,,
10099,1050,1463,,0,4.9,89204,,,
10100,1073,904,,5,23.48,974589,,,
10101,1073,657,,4,16.83,698770,,,
10102,1073,1546,,3,15.34,636877,,,
10103,1073,1154,,2,11.52,478258,,,
10104,1073,1461,,2,10.78,447641,,,
10105,1073,282,,2,8.62,357856,,,
10106,1073,882,,1,6.8,282300,,,
10107,1073,892,,1,4.13,171419,,,
10108,1051,311,,1,1.0,163928,,Plaid Cymru (Plaid) took 1 seat with 19.6% of the vote in Wales.,
10109,1051,467,,7,12.1,2010909,,,
10110,1051,659,,16,20.3,3367284,,,
10111,1051,773,,4,9.1,1511485,,,
10112,1051,1272,,0,3.3,549348,,,
10113,1051,1284,,3,3.6,594553,,Scottish Nationalists (SNP) took 3 seats with 37.8% of the vote in Scotland.,
10114,1051,1556,,10,14.1,2347255,,,
10115,1051,2729,,29,31.6,5248533,,,
10116,1051,2730,,0,3.4,571846,,,
10117,1051,689,,1,0.7,126951,,Sinn Féin (SF) took 1 seat with 22.2% of the vote in Northern Ireland.,
10118,1051,319,,1,0.7,124991,,Democratic Unionist (DUP) took 1 seat with 21.8% of the vote in Northern Ireland.,
10119,1051,2731,,1,0.6,105928,,Alliance (APoNI) took 1 seat with 18.5% of the vote in Northern Ireland.,
10120,1052,235,,4,12.18,669555,,,
10121,1052,345,,2,7.09,389692,,,
10122,1052,357,,0,3.37,185224,,,
10123,1052,742,,6,19.01,1045274,,,
10124,1052,756,,3,10.9,599283,,,
10125,1052,990,,1,4.02,220938,,,
10126,1052,1409,,4,14.64,805100,,,
10127,1052,1501,,0,3.53,194178,,,
10128,1052,2109,,1,3.91,215199,,,
10129,1052,2641,,0,1.1,60669,,,
10130,1052,2642,,3,10.96,602507,,,
10131,1052,1206,,2,6.83,375660,,,
10132,1052,2735,,0,1.93,106004,,,
10133,1053,382,,19,22.74,6089853,,,
10134,1053,596,,6,8.78,2351673,,,
10135,1053,910,,0,2.32,621492,,,
10136,1053,1030,,1,0.53,142185,,,
10137,1053,1436,,28,34.26,9175208,,,
10138,1053,2154,,5,6.44,1726189,,,
10139,1053,2155,,14,17.06,4569089,,,
10140,1053,2737,,0,3.11,833443,,,
10141,1053,465,,0,1.75,469943,,,
10142,1054,270,,22,23.34,5286939,,,
10143,1054,2643,,21,22.42,5079015,,,
10144,1054,873,,12,13.48,3055023,,,
10145,1054,658,,8,8.48,1920407,,,
10146,1054,2644,,6,6.31,1428548,,,
10147,1054,1539,,5,6.19,1403170,,,
10148,1054,2399,,0,3.51,795508,,,
10149,1054,2732,,0,3.27,741772,,,
10150,1054,2273,,0,2.5,566057,,,
10151,1054,686,,0,2.49,564949,,,
10152,1054,2733,,0,2.16,490074,,,
10153,1054,2249,,0,1.82,412136,,,
10154,1054,2734,,0,1.17,265469,,,
10155,1055,808,10641,23,22.6,8438975,bwl,,
10156,1055,558,,16,15.8,5916882,bwl,,
10157,1055,772,,21,20.5,7677071,bwl,,
10158,1055,791,,5,5.5,2056049,bwl,,
10159,1055,2253,,11,11.0,4104453,bwl,,
10160,1055,1180,10641,6,6.3,2355067,bwl,,
10161,1055,543,,5,5.4,2028594,bwl,,
10162,1055,41,,2,2.2,806703,bwl,,
10163,1055,865,,1,0.7,243302,bwl,,
10164,1055,301,,1,1.4,542226,bwl,,
10165,1055,1235,,1,0.7,273828,bwl,,
10166,1055,2736,,1,1.0,369869,bwl,,
10167,1055,2649,,2,2.4,899079,bwl,,
10168,1055,2289,,1,0.7,249098,bwl,Volt Germany (Volt Deutschland),
10169,1056,113,,2,26.2,87160,,,
10170,1056,1137,,1,14.4,47799,,,
10171,1056,417,,1,12.7,42265,,,
10172,1056,1448,,2,23.3,77375,,,
10173,1056,1597,,0,10.3,34188,,,
10174,1056,219,,0,1.8,5824,,,
10175,1056,2720,,0,3.2,10700,,,
10176,1056,2738,,0,6.2,20640,,,
10177,1057,2263,,6,21.18,502343,,,
10178,1057,829,,4,14.54,344885,,,
10179,1057,2261,,3,13.95,330844,,,
10180,1057,2,,3,11.65,276220,,Electoral alliance with Tradition Responsibility Prosperity 09 (Tradice Odpovědnost Prosperita 09) and Mayors and Independents (Starostové a nezávislí),
10181,1057,2654,,2,9.14,216718,,,
10182,1057,1245,,2,7.24,171723,,,
10183,1057,1173,,1,6.94,164624,,,
10184,1057,789,,0,3.95,93664,,,
10185,1057,2739,,0,2.38,56449,,,
10186,1062,276,,4,22.72,244076,,,
10187,1062,1493,,3,18.71,200976,,,
10189,1062,2768,,1,7.89,84765,,,
10190,1062,2612,,1,5.66,60847,,,
10191,1062,1627,,1,5.19,55806,,Electoral alliance: Amsterdam Coalition (Amsterdamska koalicija),
10192,1062,2615,,0,4.67,50257,,,
10193,1062,2769,,0,4.4,47358,,,
10194,1062,2770,,0,4.37,46970,,Electoral alliance with Indepedents for Croatia (Neovisni za Hrvatsku) and Croatian Party of Rights (Hrvatska Stranka Prava),
10195,1062,2133,,0,2.66,28597,,,
10196,1062,1384,,0,2.6,27958,,,
10197,1062,2771,,0,2.02,21744,,,
10198,1062,2628,,0,1.97,21175,,,
10199,1062,2810,,0,1.79,19313,,,
10200,1062,2772,,0,1.4,15074,,,
10201,1058,501,,3,14.17,954048,,,
10202,1058,993,,3,12.05,811169,,,
10203,1058,1378,,2,9.74,655812,,,
10204,1058,1110,,2,10.07,678051,,,
10205,1058,723,,2,9.17,617651,,,
10206,1058,161,,2,7.31,492330,,,
10207,1058,915,,2,7.06,475338,,,
10208,1058,1594,,1,7.81,525908,,,
10209,1058,1029,,1,6.45,434002,,,
10210,1058,256,,1,8.42,566274,,,
10211,1058,1192,,2,3.45,232325,,,
10212,1058,969,,0,2.15,144555,,,
10213,1058,438,,0,1.69,113793,,,
10214,1059,1541,,6,31.07,607194,,,
10215,1059,1160,,5,24.26,474160,,,
10216,1059,1286,,3,16.55,323510,,,
10217,1059,2212,,2,7.36,143830,,,
10218,1059,57,,1,6.06,118484,,,
10219,1059,2637,,0,3.62,70830,,,
10220,1059,2211,,0,1.15,22421,,,
10221,1059,535,,0,1.07,20906,,,
10222,1074,1013,,7,34.6,1305956,,,
10223,1074,973,,5,23.9,903151,,,
10224,1074,50,,3,17.2,650114,,,
10225,1074,1429,,2,14.1,532193,,,
10226,1074,2255,,1,8.4,319024,,,
10227,1074,2651,,0,1.0,39239,,,
10229,1075,1575,,2,29.02,81539,,,
10230,1075,572,,2,27.49,77241,,,
10231,1075,851,,1,13.8,38756,,,
10232,1075,945,,1,10.58,29715,,,
10233,1075,1768,,0,8.25,23167,,,
10234,1075,2741,,0,3.8,10673,,,
10235,1075,2341,,0,3.29,9232,,Electoral alliance with Citizens's Alliance (Symmaxia) and Ecological and Environmental Movement (Kinima Oikologoi Perivallontistoi)	,
10236,1075,2784,,0,1.7,4786,,,
10237,1060,47,,8,33.12,1873137,,,
10238,1060,1592,,6,23.75,1343595,,,
10239,1060,1338,,2,7.72,436726,,,
10240,1060,614,,2,5.35,302603,,,
10241,1060,2092,,2,4.87,275734,,,
10242,1060,2780,,1,4.18,236347,,,
10243,1060,2742,,0,2.99,169635,,,
10244,1060,2596,,0,1.61,90927,,,
10245,1060,2346,,0,1.52,85934,,,
10246,1060,2165,,0,1.45,82084,,,
10247,1060,2744,,0,1.24,70347,,,
10248,1060,1179,,0,1.23,69779,,,
10249,1076,1970,,4,16.05,557081,,,
10250,1076,437,,,52.56,1824220,,,
10251,1076,600,,1,6.34,220184,,,
10252,1076,403,,0,2.18,75498,,,
10253,1076,2660,,0,2.62,90912,,,
10254,1076,2659,,2,9.93,344512,,,
10255,1076,1591,,1,6.61,229551,,,
10256,1076,2745,,0,3.29,114156,,,
10257,1069,1120,,8,22.5,2040765,,,
10258,1069,2647,,0,4.11,372760,,,
10259,1069,1015,,10,27.0,2449068,,,
10260,1069,948,,2,5.26,476777,,,
10261,1069,2395,,2,5.76,522104,,,
10262,1069,2746,,2,6.44,583916,,,
10263,1069,2646,,8,22.36,2028236,,,
10264,1069,2747,,0,1.44,131021,,,
10265,1069,2748,,0,1.29,117141,,,
10266,1069,2749,,0,1.11,100669,,,
10267,1070,1432,,1,9.69,95588,,,
10268,1070,1460,,2,9.62,94839,,,
10269,1070,1072,,0,4.09,40330,,,
10270,1070,220,,3,15.72,154996,,,
10271,1070,559,,0,4.96,48929,,,
10272,1070,1759,,1,5.25,51834,,,
10273,1070,1620,,0,2.59,25562,,,
10274,1070,586,,2,12.07,118995,,,
10275,1070,2623,,0,3.23,31840,,,
10276,1070,2751,,2,20.11,198255,,Electoral alliance with TOGETHER – Civic Democracy (SPOLU – občianska demokracia).,
10279,1070,2750,,0,3.85,37974,,,
10280,1071,179,,3,26.25,126534,,Electoral alliance with Slovenian Democratic Party (Slovenska demokratska stranka) and Slovenian People's Party (Slovenska ljudska stranka).,
10281,1071,706,,2,18.66,89936,,,
10282,1071,1587,,0,5.67,27329,,,
10283,1071,1047,,1,11.12,53621,,,
10284,1071,981,,0,4.01,19347,,,
10285,1071,2333,,0,1.62,7823,,,
10286,1071,2337,,0,4.02,19369,,,
10287,1071,2670,,0,6.43,30983,,,
10288,1071,2668,,2,15.44,74431,,,
10289,1071,2754,,0,1.7,8184,,,
10290,1071,2755,,0,1.66,7980,,,
10292,1071,1619,,0,2.22,10706,,,
10293,1067,528,,26,45.38,6192780,,,
10295,1067,2600,,0,3.69,503564,,,
10296,1067,2740,,3,6.06,826975,,,
10297,1067,512,,22,38.47,5249935,," Electoral alliance: European Coalition (Koalicja Europejska) with Civic Platform (Platforma Obywatelska), Modern (Nowoczesna), Democratic Left Alliance (Sojusz Lewicy Demokratycznej), Polish People's Party (Polskie Stronnictwo Ludowe) and The Greens (Partia Zieloni).",
10298,1067,2625,,0,1.24,168745,,,
10299,1068,557,,2,10.6,325534,,,
10300,1068,1295,,2,7.41,228157,,,
10301,1068,725,,9,35.86,1106345,,,
10302,1068,1273,,6,23.6,727207,,,
10303,1068,251,,1,6.65,205111,,,
10304,1068,1781,,1,5.46,168501,,,
10305,1068,2756,,0,2.0,61753,,,
10306,1068,2374,,0,1.96,60575,,,
10307,1068,2789,,0,1.6,49496,,Electoral alliance: Enough (Basta),
10308,1068,2758,,0,1.1,34672,,,
10309,1066,984,,2,37.9,98611,,,
10310,1066,1003,,4,54.29,141267,,,
10311,1066,2759,,0,2.03,5276,,,
10312,1066,1400,,0,3.17,8238,,,
10313,1064,1045,,3,19.74,248736,,,
10314,1064,1277,,2,15.88,200105,,,
10315,1064,191,,2,12.56,158190,,,
10316,1064,581,,1,8.99,113243,,,
10317,1064,482,,1,6.59,83083,,,
10318,1064,2760,,1,6.51,82005,,,
10319,1064,28,,1,5.5,69347,,,
10320,1064,2635,,0,5.13,64595,,,
10321,1064,2761,,0,4.0,50410,,,
10322,1064,2762,,0,3.35,42228,,,
10323,1064,1421,,0,2.73,34442,,,
10324,1064,2763,,0,2.36,29706,,,
10325,1064,21,,0,2.27,28562,,,
10326,1064,2634,,0,1.92,24143,,,
10327,1064,2764,,0,1.34,16850,,,
10328,1064,2765,,0,1.14,14309,,,
10329,1063,1666,,2,26.24,124193,,,
10330,1063,521,,2,16.4,77591,,,
10331,1063,1100,,2,17.45,82604,,,
10332,1063,466,,0,5.34,25252,,,
10333,1063,2366,,0,4.98,23581,,,
10334,1063,2717,,0,4.35,20595,,,
10335,1063,2392,,1,12.42,58763,,,
10336,1063,1520,,1,6.24,29546,,,
10337,1063,2716,,0,2.9,13705,,,
10338,1072,902,,20,32.86,7369789,,,
10339,1072,645,,12,20.15,4519205,,,
10340,1072,2724,,6,10.07,2258857,,Electoral alliance with We Can (Podemos) and United Left (Izquerda Unida).,
10341,1072,1361,,1,2.82,633090,,"Electoral alliance: Coalition for a Solidary Europe (Coalición por una Europa Solidaria) with Canarian Coalition-Canarian Nationalist Party (Coalición Canaria–Partido Nacionalista Canario), Commitment to Galicia (Compromiso por Galicia), Proposal for the Islands (Proposta per les Illes), Valencian Democrats (Demòcrates Valencians) and Yes to the Future (Geroa Bai).",
10342,1072,2375,,7,12.17,2731825,,,
10343,1072,2605,,2,4.54,1018435,,,
10344,1072,2380,,3,6.21,1393684,,,
10345,1072,757,,3,5.58,1252139,,"Electoral alliance: Republics Now (Ahora Repúblicas) with Basque Country Unite (Euskal Herria Bildu), Galician Nationalist Bloc (Bloque Nacionalista Galego), Asturian Group (Andecha Astur), Puyalón, Canarian Nationalist Alternative (Alternativa Nacionalista Canaria), National Congress of the Canaries (Congreso Nacional de las Canarias) and Unity of the People (Unidad del Pueblo).",
10346,1072,1657,,0,1.32,296491,,"Electoral alliance with Commitment Coalition (Coalició Compromís), More for Majorca (Més per Mallorca), En Masse (En Marea), Aragonese Union (Chunta Aragonesista), New Canaries (Nueva Canarias), Castilian Party (Partido Castellano), Caballas Coalition (Coalición Caballas), Coalition for Melilla (Coalición por Melilla), Andalusian People's Initiative (iniciativa), Andalusian Left (IzA) and The Greens of Europe (Los Verdes de Europa).",
10347,1072,2381,,0,1.32,295546,,,
10348,1061,280,,1,16.55,277703,,,
10349,1061,1393,,4,29.59,496457,,,
10350,1061,318,,0,3.14,52746,,,
10351,1061,1573,,2,11.37,190814,,,
10352,1061,2217,,1,11.68,196078,,,
10353,1061,30,,1,15.74,264075,,,
10354,1061,2619,,0,1.21,20331,,,
10355,1065,310,,1,18.91,237215,,,
10356,1065,701,,1,12.19,152900,,,
10357,1065,967,,2,21.44,268910,,,
10358,1065,457,,0,4.83,60648,,,
10359,1065,1234,,2,21.1,264665,,,
10360,1065,1582,,0,10.04,125988,,,
10361,1065,2256,,0,7.7,96579,,,
10362,1065,151,,0,1.14,14323,,,
10363,1065,2766,,0,2.11,26483,,,
10364,1062,2185,,1,8.52,91546,,Electoral alliance: Croatian Sovereignists (Coalition Hrvatski suverenisti) including Croatian Conservative Party (Hrvatska konzervativna stranka),
10366,1062,2181,10364,,,,,,
10367,1062,1044,10194,,,,,,
10368,1075,1621,10235,,,,,,
10369,1070,2752,10276,2,,,,,
10370,1071,16,10280,,,,,,
10371,1005,2724,,,,,mi,,
10372,371,2775,2123,,,,mackie,,
10373,435,2775,110,,,,mackie,,
10374,631,2775,5749,,,,mackie,,
10376,1057,2024,10180,,,,,,
10377,1067,2601,10297,,,,,,
10378,1067,629,10297,,,,,,
10379,1067,664,10297,,,,,,
10380,1067,2778,10297,,,,,,
10381,1068,514,10300,,,,,,
10382,1068,1535,10300,,,,,,
10383,1055,2034,,0,0.3,130299,bwl,,
10384,1059,2774,,0,1.18,22992,,,
10385,1059,544,,0,1.09,21315,,,
10386,1059,2640,,0,1.04,20319,,,
10387,1067,2602,,0,4.55,621188,,,
10388,1061,2621,,2,7.39,124046,,,
10389,1061,2776,,0,2.53,38763,,,
10390,1057,2779,,0,1.56,37046,,,
10391,1078,47,,158,39.85,2251426,mig,,
10392,1078,1592,,86,31.53,1781180,mig,,
10393,1078,1338,,22,8.1,457527,mig, Electoral alliance: Movement for Change (Kinima Allagis) with Panhellenic Socialist Movement (Panellinio Sosialistikó Kínima) and Movement of Democratic Socialists (Kinima Dimokraton Sosialiston),
10394,1078,2407,10393,,,,mig,,
10395,1078,614,,15,5.3,299595,mig,,
10396,1078,2780,,10,3.7,208806,mig,,
10397,1078,2742,,9,3.44,194233,mig,,
10398,1078,2092,,0,2.93,165711,mig,,
10399,1078,2596,,0,1.46,82673,mig,,
10400,1078,2165,,0,1.24,70161,mig,,
10401,1077,1629,,48,25.9,914882,valgside,,
10402,1077,211,,16,8.6,304714,valgside,,
10403,1077,590,,12,6.6,233865,valgside,,
10404,1077,2781,,4,2.4,83201,valgside,,
10405,1077,1644,,14,7.7,272304,valgside,,
10406,1077,376,,4,2.3,82270,valgside,,
10407,1077,1331,,0,1.7,60944,valgside,,
10408,1077,1418,,16,8.7,308513,valgside,,
10409,1077,2782,,0,1.8,63114,valgside,,
10410,1077,1605,,43,23.4,826161,valgside,,
10411,1077,306,,13,6.9,245100,valgside,,
10412,1077,2567,,5,3.0,104278,valgside,,
10413,1077,1634,,,,,,,
10414,1077,1892,10413,1,,,kvf,,
10415,1077,1894,10413,1,,,kvf,,
10416,1077,1891,10413,1,,,knr,,
10417,1077,74,10413,1,,,knr,,
10418,1070,2783,,0,2.06,20374,,,
10419,111,502,7307,,,,,,
10420,524,1645,1559,4,,,,,
10421,1003,1645,9526,,,,,,
10422,792,2133,7322,3,,,,,
10423,1001,2133,9502,3,,,,,
10424,1007,2133,9592,3,,,,,
10425,551,896,1975,,,,,,
10426,1046,2294,,2,0.86,224948,mi,"Coalició Compromís (Commitment Coalition) 172,751 votes (0.66%); Partido Regionalista de Cantabria (Regionalist Party of Cantabria) 52,197 votes (0.20%)",
10427,1046,2376,10051,33,11.05,2881445,mi,Electoral alliance with Izquierda Unida (United Left) and Equo (Equo).,
10428,1046,2606,10051,7,2.36,614738,mi,"Electoral alliance with Podem Catalunya (We Can Catalonia), Barcelona en Comú (Barcelona in Common), Iniciativa per Catalunya Verds (Initiative for Catalonia Greens), Esquerra Unida i Alternativa (United and Alternative Left) and Equo (Equo).",
10429,1046,2604,10051,2,0.91,236746,mi,"Electoral alliance with Podemos (We Can), Esquerda Unida (United Left Galicia) and Equo (Equo).",
10430,1079,2725,,33,25.95,1151214,cec,,
10431,1079,678,,32,25.1,1113617,cec,,
